Date,Open,High,Low,Close,Volume
12/31/2021,"66,892","67,062","66,384","66,723","497,555"
12/30/2021,"67,570","67,655","65,792","66,384","1,191,983"
12/29/2021,"67,316","67,570","66,977","67,316","519,640"
12/28/2021,"67,739","68,586","66,046","67,739","2,797,553"
12/27/2021,"66,808","67,993","65,961","67,570","1,103,172"
12/24/2021,"65,030","66,469","65,030","66,469","1,003,141"
12/23/2021,"65,622","66,808","64,776","64,776","1,758,037"
12/22/2021,"65,199","65,876","64,860","65,114","2,261,615"
12/21/2021,"65,695","66,226","65,364","65,629","1,166,535"
12/20/2021,"65,364","66,027","65,098","66,027","1,268,706"
12/17/2021,"66,359","66,359","64,036","64,036","5,237,727"
12/16/2021,"66,890","66,890","65,098","65,762","1,577,934"
12/15/2021,"66,027","66,823","65,695","66,293","1,258,007"
12/14/2021,"66,094","66,691","65,762","65,894","1,299,448"
12/13/2021,"67,686","67,686","65,828","66,094","1,654,638"
12/10/2021,"67,023","68,217","66,293","66,359","2,914,001"
12/09/2021,"64,634","65,961","64,567","65,828","1,446,678"
12/08/2021,"65,032","65,961","65,032","65,496","764,780"
12/07/2021,"63,771","65,961","63,771","65,164","1,315,573"
12/06/2021,"65,032","66,359","63,306","63,306","1,644,993"
12/03/2021,"65,828","66,890","64,700","65,032","1,199,386"
12/02/2021,"66,558","66,890","65,563","65,762","1,187,029"
12/01/2021,"65,961","67,354","65,231","65,695","956,164"
11/30/2021,"69,013","69,013","65,629","65,629","2,014,047"
11/29/2021,"68,549","69,611","67,023","67,089","1,282,420"
11/26/2021,"70,805","71,800","69,013","69,677","1,450,596"
11/25/2021,"69,677","71,668","69,411","71,070","2,347,084"
11/24/2021,"65,828","70,075","65,828","69,544","2,836,995"
11/23/2021,"65,695","65,762","65,164","65,762","991,878"
11/22/2021,"64,567","65,629","64,435","65,563","1,626,458"
11/19/2021,"64,501","64,965","64,435","64,435","621,318"
11/18/2021,"65,231","65,231","64,368","64,368","1,233,745"
11/17/2021,"64,501","65,098","64,501","65,032","1,281,365"
11/16/2021,"64,833","65,364","64,368","64,501","1,063,610"
11/15/2021,"65,231","65,695","64,501","64,833","1,257,856"
11/12/2021,"65,231","65,231","64,700","65,164","1,019,908"
11/11/2021,"64,899","65,894","64,368","65,231","1,681,160"
11/10/2021,"64,435","65,164","64,235","64,766","1,321,299"
11/09/2021,"65,032","65,430","64,368","64,435","2,163,085"
11/08/2021,"65,098","65,297","64,700","65,164","1,817,690"
11/05/2021,"64,700","65,695","64,368","64,700","2,374,963"
11/04/2021,"65,496","65,563","64,501","65,297","1,490,982"
11/03/2021,"64,833","65,563","64,567","65,496","3,551,443"
11/02/2021,"64,634","65,032","64,567","64,965","1,218,073"
11/01/2021,"65,098","65,164","64,368","64,368","1,623,745"
10/29/2021,"64,567","65,297","64,302","65,032","1,966,276"
10/28/2021,"64,103","64,965","63,771","64,965","2,800,226"
10/27/2021,"62,776","64,036","62,576","63,771","2,203,320"
10/26/2021,"62,444","62,776","62,112","62,377","1,107,613"
10/25/2021,"63,638","63,638","62,444","62,444","1,206,168"
10/22/2021,"63,041","63,041","62,377","62,576","485,240"
10/21/2021,"63,306","63,705","62,377","62,377","2,002,895"
10/20/2021,"63,970","64,169","62,377","63,041","2,352,358"
10/19/2021,"63,771","64,036","63,174","63,970","1,383,838"
10/18/2021,"63,904","64,368","63,041","63,705","2,035,747"
10/15/2021,"64,235","64,567","64,036","64,036","1,102,338"
10/14/2021,"64,368","64,501","63,638","64,169","2,813,035"
10/13/2021,"64,965","65,032","64,368","64,368","2,344,522"
10/12/2021,"65,231","65,231","64,368","64,368","1,376,604"
10/11/2021,"64,368","65,297","64,235","64,700","1,775,194"
10/08/2021,"64,103","64,368","63,439","64,368","1,183,714"
10/07/2021,"63,439","64,235","63,041","64,235","1,276,542"
10/06/2021,"63,439","63,439","62,908","63,439","1,165,178"
10/05/2021,"63,107","63,771","63,107","63,439","1,599,935"
10/04/2021,"63,705","64,036","62,643","62,776","1,445,623"
10/01/2021,"64,567","65,164","63,572","63,638","4,613,920"
09/30/2021,"65,364","65,430","64,435","64,501","1,940,809"
09/29/2021,"66,027","66,027","64,700","65,364","851,430"
09/28/2021,"64,899","65,894","64,700","65,828","853,691"
09/27/2021,"66,027","66,160","65,032","65,032","781,959"
09/24/2021,"66,027","66,226","65,894","66,027","685,213"
09/23/2021,"66,094","66,624","65,364","66,027","1,142,273"
09/22/2021,"65,297","66,027","65,032","66,027","1,380,673"
09/21/2021,"66,027","66,226","65,032","65,032","1,298,996"
09/20/2021,"64,567","67,023","64,567","66,094","3,556,266"
09/17/2021,"64,700","65,297","64,501","64,501","1,541,917"
09/16/2021,"65,629","65,629","64,700","65,098","859,568"
09/15/2021,"65,231","65,231","64,435","64,435","1,326,875"
09/14/2021,"65,098","65,364","64,368","65,231","4,146,389"
09/13/2021,"65,563","65,695","65,098","65,098","1,571,906"
09/10/2021,"66,226","66,226","65,430","65,828","1,416,237"
09/09/2021,"66,160","66,425","65,430","65,894","1,263,131"
09/08/2021,"66,359","66,425","64,235","66,160","1,398,455"
09/07/2021,"66,293","66,890","66,226","66,359","1,693,517"
09/06/2021,"65,961","66,425","65,961","66,359","1,474,858"
09/01/2021,"65,961","66,293","63,705","65,961","1,367,563"
08/31/2021,"66,027","66,293","65,231","65,961","1,527,903"
08/30/2021,"65,297","65,961","64,899","65,894","2,324,321"
08/27/2021,"63,705","65,364","63,705","64,899","1,667,598"
08/26/2021,"64,899","65,695","64,235","64,235","1,746,411"
08/25/2021,"64,368","65,695","64,235","64,700","1,686,585"
08/24/2021,"65,828","65,828","64,036","64,368","1,642,733"
08/23/2021,"65,695","66,359","64,103","64,567","3,218,406"
08/20/2021,"67,155","67,620","65,961","66,425","2,803,692"
08/19/2021,"66,823","68,350","66,226","68,217","3,944,608"
08/18/2021,"67,023","68,018","66,160","67,023","2,784,855"
08/17/2021,"68,018","68,350","67,023","67,023","2,909,480"
08/16/2021,"66,094","66,757","65,695","66,757","3,094,383"
08/13/2021,"66,293","66,293","65,231","66,094","2,363,811"
08/12/2021,"66,691","66,890","66,027","66,293","1,580,194"
08/11/2021,"65,894","67,487","65,762","66,691","2,579,457"
08/10/2021,"65,695","65,828","65,364","65,695","2,407,212"
